concat,Product,Cpu_Full,Memory_Full,Gpu_Full
769Windows 10Intel417.3AMD Radeon R5 520,17-bs000nv I3,Intel Core i3 6006U 2GHz,256GB SSD,AMD Radeon R5 520
769Windows 10Intel414Intel HD Graphics 620,IdeaPad 520s-14IKB,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
768No OSIntel817.3Nvidia GeForce MX150,IdeaPad 320-17IKBR,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce MX150
765Windows 10Intel615.6Nvidia GeForce 920MX,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 920MX
763Windows 10Intel1215.6Nvidia GeForce MX130,Aspire 5,Intel Core i5 8250U 1.6GHz,1TB HDD,Nvidia GeForce MX130
760Windows 10Intel415.6Nvidia GeForce 940MX,Aspire E5-576G,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 940MX
759Windows 10Intel815.6Intel HD Graphics 620,250 G6,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
758Windows 10Intel815.6Nvidia GeForce MX150,Aspire 5,Intel Core i7 8550U 1.8GHz,1TB HDD,Nvidia GeForce MX150
758Windows 10Intel813.3Intel HD Graphics 520,Aspire R7,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520
758Windows 10Intel413.3Intel HD Graphics 520,Latitude 3380,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
758Windows 10Intel415.6Intel HD Graphics 520,ProBook 440,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
758Windows 10Intel415.6AMD Radeon 530,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Intel Core i7 7500U 2.7GHz,500GB HDD,AMD Radeon 530
754Windows 10Intel415.6Intel HD Graphics 620,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Intel Core i5 8250U 1.6GHz,500GB HDD,Intel HD Graphics 620
754No OSIntel815.6Nvidia GeForce 920MX,IdeaPad 310-15IKB,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 920MX
754Windows 10Intel415.6Intel HD Graphics 620,ProBook 450,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620
753Windows 10Intel415.6AMD Radeon R5 M420,Vostro 3568,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R5 M420
753Windows 10Intel415.6Intel HD Graphics 620,Pavilion x360,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
752Windows 10Intel414Intel HD Graphics 620,Probook 440,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620
750Windows 10Intel415.6Intel UHD Graphics 620,Aspire A515-51G,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620
747Windows 10Intel815.6Intel HD Graphics 520,250 G5,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520
745LinuxIntel815.6AMD Radeon 520,Inspiron 3576,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 520
743Windows 10Intel413.3Intel UHD Graphics 620,ProBook 430,Intel Core i5 8250U 1.6GHz,500GB HDD,Intel UHD Graphics 620
743Windows 10Intel815.6AMD Radeon 520,Inspiron 3576,Intel Core i5 8250U 1.6GHz,1TB HDD,AMD Radeon 520
736Chrome OSIntel412.5Intel HD Graphics 515,Chromebook Flip,Intel Core M M3-6Y30 0.9GHz,64GB Flash Storage,Intel HD Graphics 515
736Windows 10Intel415.6Intel HD Graphics 620,Satellite Pro,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620
736Windows 10Intel815.6Nvidia GeForce 940MX,IdeaPad 510-15ISK,Intel Core i7 6500U 2.5GHz,1TB HDD,Nvidia GeForce 940MX
735Windows 10Intel415.6Intel HD Graphics 620,ProBook 450,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620
732Windows 10Intel815.6Intel HD Graphics 520,Vostro 3568,Intel Core i3 6006U 2GHz,256GB SSD,Intel HD Graphics 520
729Windows 10Intel815.6AMD Radeon 530,Inspiron 5570,Intel Core i5 8250U 1.6GHz,1TB HDD,AMD Radeon 530
725No OSIntel815.6Nvidia GeForce 940MX,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 940MX
725Windows 10Intel815.6Intel HD Graphics 620,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Intel Core i7 8550U 1.8GHz,256GB SSD,Intel HD Graphics 620
725Windows 10Intel614Nvidia GeForce 940MX,Pavilion 14-BK001nv,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 940MX
725Windows 10Intel1215.6Intel HD Graphics 620,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Intel Core i7 7500U 2.7GHz,1TB HDD,Intel HD Graphics 620
725Windows 10AMD815.6AMD Radeon RX 540,Aspire 5,AMD A12-Series 9720P 2.7GHz,256GB SSD,AMD Radeon RX 540
725Windows 10Intel813.3Intel UHD Graphics 620,Inspiron 5379,Intel Core i5 8250U 1.6GHz,1TB HDD,Intel UHD Graphics 620
725Windows 10Intel417.3AMD Radeon R7 M445,Insprion 5767,Intel Core i3 6006U 2.0GHz,1TB HDD,AMD Radeon R7 M445
725Windows 10Intel817.3AMD Radeon R5 M330,IdeaPad 300-17ISK,Intel Core i5 6200U 2.3GHz,1.0TB HDD,AMD Radeon R5 M330
723Windows 10Intel415.6Intel HD Graphics 620,Vostro 3568,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
721Windows 10AMD617.3AMD Radeon 530,17-ak002nv (A10-9620P/6GB/2TB/Radeon,AMD A10-Series 9620P 2.5GHz,2TB HDD,AMD Radeon 530
721Windows 10Intel417.3Nvidia GeForce MX130,Aspire 5,Intel Core i3 7130U 2.7GHz,1TB HDD,Nvidia GeForce MX130
721Windows 10Intel413.3Intel HD Graphics 520,TravelMate P238-M,Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520
715Windows 10AMD615.6AMD Radeon 520,15-BW091ND (A9-9420/6GB/1TB,AMD A9-Series A9-9420 3GHz,128GB SSD +  1TB HDD,AMD Radeon 520
715Windows 10Intel415.6Intel HD Graphics 520,ProBook 450,Intel Core i3 6100U 2.3GHz,500GB HDD,Intel HD Graphics 520
714Windows 10Intel617.3Nvidia GeForce GTX 940M,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce GTX 940M
714Windows 10AMD615.6AMD Radeon 530,15-cd005nv (A9-9420/6GB/256GB/Radeon,AMD A9-Series A9-9420 3GHz,256GB SSD,AMD Radeon 530
714Windows 10Intel413.3Intel HD Graphics 620,Inspiron 5378,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
714Windows 10Intel1215.6Intel HD Graphics 620,Inspiron 3567,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
714Windows 10Intel813.3Intel HD Graphics 520,Inspiron 5368,Intel Core i5 6200U 2.3GHz,1TB HDD,Intel HD Graphics 520
714Windows 10Intel415.6Intel HD Graphics 520,LifeBook A556,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520
712LinuxIntel815.6AMD Radeon 520,Inspiron 3576,Intel Core i5 8250U 1.6GHz,1TB HDD,AMD Radeon 520
711Windows 10Intel410.1Intel HD Graphics 400,Yoga Book,Intel Atom x5-Z8550 1.44GHz,64GB Flash Storage,Intel HD Graphics 400
704Windows 10Intel817.3Intel HD Graphics 520,17-BS092ND (i3-6006U/8GB/256GB/W10),Intel Core i3 6006U 2GHz,256GB SSD,Intel HD Graphics 520
703Windows 10Intel613.3Intel HD Graphics 620,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
703Windows 10Intel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon R5 M430
703Windows 10Intel815.6Intel HD Graphics 620,250 G6,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
703Windows 10Intel415.6Nvidia GeForce 940MX,Aspire A515-51G,Intel Core i7 7500U 2.7GHz,500GB HDD,Nvidia GeForce 940MX
703Windows 10Intel815.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R7 M445
703Windows 10Intel815.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R7 M445
702Windows 10Intel414Intel HD Graphics 520,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,128GB SSD,Intel HD Graphics 520
702Windows 10Intel414Intel HD Graphics 520,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,128GB SSD,Intel HD Graphics 520
702Windows 10Intel414Intel HD Graphics 520,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,128GB SSD,Intel HD Graphics 520
700Windows 10Intel414Intel HD Graphics 620,Swift 3,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620
693Windows 10Intel415.6Intel HD Graphics 620,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Intel Core i3 7130U 2.7GHz,128GB SSD,Intel HD Graphics 620
692No OSIntel815.6Nvidia GeForce 940MX,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 940MX
692Windows 10Intel414Intel HD Graphics 620,Yoga 520-14IKB,Intel Core i3 7100U 2.4GHz,256GB SSD,Intel HD Graphics 620
692Windows 10AMD815.6AMD Radeon R7 Graphics,15-ba043na (A12-9700P/8GB/2TB/W10),AMD A12-Series 9700P 2.5GHz,2TB HDD,AMD Radeon R7 Graphics
692Windows 10Intel815.6Intel HD Graphics 620,15-bs078cl (i7-7500U/8GB/2TB/W10),Intel Core i7 7500U 2.7GHz,2TB HDD,Intel HD Graphics 620
692No OSIntel815.6Nvidia GeForce 920MX,IdeaPad 310-15ISK,Intel Core i7 6500U 2.5GHz,500GB HDD,Nvidia GeForce 920MX
692Windows 10Intel817.3Nvidia GeForce 940MX,Aspire E5-774G,Intel Core i3 6006U 2.0GHz,1TB HDD,Nvidia GeForce 940MX
684Windows 10Intel415.6Intel HD Graphics 620,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Intel Core i5 7200U 2.5GHz,1TB HDD +  1TB HDD,Intel HD Graphics 620
681Windows 10Intel615.6AMD Radeon 520,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 520
681Windows 10Intel814Intel HD Graphics 620,Swift 3,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620
681Windows 10Intel415.6Intel HD Graphics 620,TravelMate P259-G2,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
681Windows 10Intel815.6AMD Radeon 520,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon 520
680Windows 10Intel415.6AMD Radeon R5 M420,Vostro 3568,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M420
678Windows 10Intel415.6Nvidia GeForce 940MX,Aspire E5-576G,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 940MX
677Chrome OSIntel411.6Intel HD Graphics 500,Chromebook X360,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
677Chrome OSIntel413.3Intel HD Graphics 515,Chromebook 13,Intel Pentium Dual Core 4405Y 1.5GHz,32GB Flash Storage,Intel HD Graphics 515
675Windows 10Intel415.6AMD Radeon R5 M420X,Vostro 3568,Intel Core i3 6006U 2.0GHz,1TB HDD,AMD Radeon R5 M420X
674Windows 10Intel415.6Nvidia GeForce MX150,Aspire A515-51G-59QF,Intel Core i5 8250U 1.6GHz,1TB HDD,Nvidia GeForce MX150
674Windows 10Intel415.6AMD Radeon 520,250 G6,Intel Core i5 7200U 2.5GHz,500GB HDD,AMD Radeon 520
670Windows 10Intel1215.6Intel HD Graphics 620,Ideapad 320-15IKBR,Intel Core i7 8550U 1.8GHz,1TB HDD,Intel HD Graphics 620
670Windows 10Intel415.6Nvidia GeForce 920M,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 920M
663Windows 10Intel411.6Intel HD Graphics 615,Inspiron 3179,Intel Core M 7Y30 1.0GHz,128GB SSD,Intel HD Graphics 615
662Windows 10Intel415.6Intel HD Graphics 520,Satellite Pro,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
660LinuxIntel815.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R5 M430
659No OSIntel814Intel HD Graphics 620,IdeaPad 520S-14IKB,Intel Core i3 7130U 2.7GHz,256GB SSD,Intel HD Graphics 620
659Windows 10Intel414Intel HD Graphics 620,IdeaPad 320s-14IKB,Intel Core i3 7130U 2.7GHz,128GB SSD,Intel HD Graphics 620
659Windows 10Intel415.6Intel HD Graphics 620,Aspire 3,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
659Windows 10Intel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i5 7200U 2.5GHz,500GB HDD,AMD Radeon R5 M430
659No OSIntel815.6AMD Radeon R5 M330,B51-80 (i5-6200U/8GB/1TB/Radeon,Intel Core i5 6200U 2.3GHz,1TB HDD,AMD Radeon R5 M330
659Windows 10Intel815.6Intel HD Graphics 620,250 G6,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
659LinuxIntel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon R5 M430
658Windows 10Intel815.6Intel HD Graphics 620,15-BS078nr (i7-7500U/8GB/1TB/W10),Intel Core i7 7500U 2.7GHz,1TB HDD,Intel HD Graphics 620
658Windows 10Intel417.3Nvidia GeForce 940MX,E5 774G,Intel Core i3 6006U 2GHz,1TB HDD,Nvidia GeForce 940MX
657Windows 10AMD615.6AMD Radeon 530,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,256GB SSD,AMD Radeon 530
657Windows 10Intel815.6Intel HD Graphics 620,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
657LinuxIntel815.6Nvidia GeForce 940MX,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Intel Core i3 7100U 2.4GHz,1TB HDD,Nvidia GeForce 940MX
649Windows 10Intel815.6Intel HD Graphics 620,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Intel Core i5 7200U 2.5GHz,128GB HDD,Intel HD Graphics 620
648LinuxIntel815.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R7 M445
648No OSIntel817.3Nvidia GeForce GTX 940MX,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce GTX 940MX
648Windows 10Intel815.6Intel HD Graphics 520,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
648Windows 10Intel417.3Nvidia GeForce 920MX,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 920MX
648Windows 10Intel815.6Intel HD Graphics 620,15-bs024nv (i5-7200U/8GB/128GB/W10),Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620
645Windows 10Intel415.6Intel HD Graphics 620,Vostro 3568,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
645Windows 10Intel415.6Intel HD Graphics 620,VivoBook Max,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
644Windows 10Intel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i5 7200U 2.5GHz,500GB HDD,AMD Radeon R5 M430
644Windows 10Intel414Intel HD Graphics 520,Latitude 3480,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
640Windows 10Intel815.6Intel HD Graphics 505,Vivobook Max,Intel Pentium Dual Core N4200 1.1GHz,128GB SSD,Intel HD Graphics 505
637Windows 10Intel615.6Intel HD Graphics 620,Ideapad 320-15IKBN,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
637Windows 10AMD815.6AMD Radeon RX 540,Aspire 5,AMD A10-Series 9620P 2.5GHz,1TB HDD,AMD Radeon RX 540
637Windows 10Intel415.6Nvidia GeForce 920MX ,Ideapad 320-15ISK,Intel Core i3 6006U 2GHz,1TB HDD,Nvidia GeForce 920MX 
637No OSIntel415.6Nvidia GeForce GTX 950M,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Intel Core i5 6300HQ 2.3GHz,1TB HDD,Nvidia GeForce GTX 950M
637Windows 10Intel615.6Intel HD Graphics 620,15-bs053od (i7-7500U/6GB/1TB/W10),Intel Core i7 7500U 2.7GHz,1TB HDD,Intel HD Graphics 620
637Windows 10Intel815.6Intel HD Graphics 620,15-bs025nv (i5-7200U/8GB/256GB/W10),Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
635Windows 10Intel615.6Nvidia GeForce 920M,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Intel Core i3 7100U 2.4GHz,256GB SSD,Nvidia GeForce 920M
633No OSIntel815.6Intel HD Graphics 620,250 G6,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
633Windows 10AMD415.6AMD Radeon R5 M430,X555QG-DM242T (A10-9620P/4GB/1TB,AMD A10-Series A10-9620P 2.5GHz,128GB SSD +  1TB HDD,AMD Radeon R5 M430
630No OSIntel815.6Intel HD Graphics 620,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
629Windows 10Intel415.6Nvidia GeForce MX130,Aspire A515-51G-37JS,Intel Core i3 7130U 2.7GHz,256GB SSD,Nvidia GeForce MX130
626LinuxIntel415.6AMD Radeon R5 M420,Vostro 3568,Intel Core i5 7200U 2.5GHz,128GB SSD,AMD Radeon R5 M420
626Windows 10AMD617.3AMD Radeon R7 M440,17-Y002nv (A10-9600P/6GB/2TB/Radeon,AMD A10-Series 9600P 2.4GHz,2TB HDD,AMD Radeon R7 M440
626Windows 10Intel615.6Nvidia GeForce 920MX,IdeaPad 310-15ISK,Intel Core i3 6100U 2.3GHz,128GB SSD,Nvidia GeForce 920MX
626Windows 10AMD615.6AMD Radeon 530,15-bw007nv (A10-9620P/6GB/128GB/Radeon,AMD A10-Series A10-9620P 2.5GHz,128GB SSD,AMD Radeon 530
622Windows 10Intel815.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R5 M430
622Windows 10Intel415.6Intel HD Graphics 520,ThinkPad E570,Intel Core i3 6006U 2.0GHz,128GB SSD,Intel HD Graphics 520
620Windows 10Intel417.3Nvidia GeForce 920MX,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Intel Core i3 6006U 2GHz,1TB HDD,Nvidia GeForce 920MX
620Windows 10Intel615.6Intel HD Graphics 620,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
615Windows 10Intel815.6Intel HD Graphics 620,15-bs015dx (i5-7200U/8GB/1TB/W10),Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
615LinuxIntel415.6Intel HD Graphics 620,VivoBook Max,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
615Windows 10Intel415.6Intel HD Graphics 620,Extensa EX2540-58KR,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
615Windows 10Intel415.6Intel HD Graphics,Inspiron 3567,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics
614Windows 10Intel415.6Intel HD Graphics 520,Vostro 3568,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520
613Windows 10Intel815.6Intel HD Graphics 620,Inspiron 3567,Intel Core i5 7200U 2.5GHz,2TB HDD,Intel HD Graphics 620
608Windows 10Intel411.6Intel HD Graphics 500,Yoga 11e,Intel Celeron Quad Core N3450 1.1GHz,128GB SSD,Intel HD Graphics 500
605Windows 10AMD615.6AMD Radeon R7 M440,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,1.0TB Hybrid,AMD Radeon R7 M440
605Windows 10AMD615.6AMD Radeon R7 M440,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,1.0TB Hybrid,AMD Radeon R7 M440
605Windows 10AMD615.6AMD Radeon R7 M440,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,1.0TB Hybrid,AMD Radeon R7 M440
604Windows 10Intel415.6Intel HD Graphics 620,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
604No OSIntel815.6Intel HD Graphics 620,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
604No OSIntel815.6Nvidia GeForce 940MX,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,2TB HDD,Nvidia GeForce 940MX
604Windows 10Intel615.6Intel HD Graphics 620,Aspire E5-575,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
604Windows 10Intel413.3Intel HD Graphics 620,Ideapad 510S-13IKB,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620
604Windows 10AMD615.6AMD Radeon 530,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,256GB SSD,AMD Radeon 530
604AndroidIntel410.1Intel HD Graphics 400,Yoga Book,Intel Atom x5-Z8550 1.44GHz,64GB Flash Storage,Intel HD Graphics 400
602Windows 10Intel415.6Intel HD Graphics 620,Vostro 3568,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620
600Windows 10Intel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430
599Windows 10Intel817.3Intel HD Graphics 520,17-X047na (i3-6006U/8GB/1TB/W10),Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
598Windows 10Intel415.6Nvidia GeForce 940MX,Aspire E5-576G,Intel Core i3 6006U 2GHz,1TB HDD,Nvidia GeForce 940MX
594Windows 10Intel415.6Intel HD Graphics 520,V110-15ISK (i5-6200U/4GB/500GB/W10),Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
594Windows 10Intel815.6Intel HD Graphics 620,Inspiron 3567,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
593Windows 10Intel615.6AMD Radeon R5 M430,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430
593Windows 10Intel815.6Intel HD Graphics 520,250 G6,Intel Core i3 6006U 2GHz,256GB SSD,Intel HD Graphics 520
593No OSIntel817.3Intel HD Graphics 620,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
589Windows 10Intel415.6Intel HD Graphics 520,IdeaPad 320-15ISK,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
583Windows 10Intel415.6Nvidia GeForce MX130,Aspire A515-51G-32MX,Intel Core i3 7130U 2.7GHz,1TB HDD,Nvidia GeForce MX130
583Windows 10Intel417.3Nvidia GeForce 920MX,X751SV-TY001T (N3710/4GB/1TB/GeForce,Intel Pentium Quad Core N3710 1.6GHz,1TB HDD,Nvidia GeForce 920MX
582No OSIntel417.3Intel HD Graphics 520,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
582Windows 10AMD615.6AMD Radeon 530,15-bw009nv (A12-9720P/6GB/1TB/Radeon,AMD A12-Series 9720P 2.7GHz,1TB HDD,AMD Radeon 530
576LinuxIntel415.6Intel HD Graphics 520,Latitude E5570,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
575LinuxIntel815.6Nvidia GeForce 940MX,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 940MX
574LinuxIntel415.6Intel HD Graphics 520,Vostro 3568,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 520
574Windows 10Intel415.6Intel UHD Graphics 620,15-bs190od (i5-8250U/4GB/1TB/W10),Intel Core i5 8250U 1.6GHz,1TB HDD,Intel UHD Graphics 620
573Windows 10AMD817AMD Radeon R5,17-AK091ND (A9-9420/8GB/1TB/W10),AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon R5
571No OSIntel815.6Intel HD Graphics 620,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,2TB HDD,Intel HD Graphics 620
571Windows 10AMD817.3AMD Radeon R4,IdeaPad 320-15AST,AMD A6-Series 9220 2.5GHz,1TB HDD,AMD Radeon R4
571LinuxIntel415.6Nvidia GeForce 920,VivoBook Max,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 920
560Windows 10Intel414Intel HD Graphics 620,VivoBook S14,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620
560Windows 10Intel415Intel HD Graphics 620,Inspiron 5578,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620
550Windows 10Intel415.6Intel HD Graphics 405,250 G5,Intel Pentium Quad Core N3710 1.6GHz,1TB HDD,Intel HD Graphics 405
549No OSIntel815.6Nvidia GeForce 940MX,IdeaPad 320-15IKB,Intel Core i3 7100U 2.4GHz,1TB HDD,Nvidia GeForce 940MX
549No OSIntel415.6Nvidia GeForce 920MX,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 920MX
549Windows 10AMD615.6AMD Radeon R5 430,IdeaPad 310-15ABR,AMD A10-Series 9600P 2.4GHz,1TB HDD,AMD Radeon R5 430
549No OSIntel815.6Nvidia GeForce 920MX ,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,256GB SSD,Nvidia GeForce 920MX 
549Windows 10AMD415.6AMD Radeon 520,15-BW004nv (A9-9420/4GB/256GB/Radeon,AMD A9-Series 9420 3GHz,256GB SSD,AMD Radeon 520
549Windows 10Intel415.6Intel HD Graphics 520,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
549Windows 10Intel414Intel HD Graphics 510,Satellite Pro,Intel Pentium Dual Core 4405U 2.1GHz,128GB SSD,Intel HD Graphics 510
549Windows 10Intel415.6Intel HD Graphics 620,Aspire E5-575,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
549Windows 10Intel415.6AMD Radeon 520,15-bs005nv (i3-6006U/4GB/1TB,Intel Core i3 6006U 2GHz,128GB SSD +  1TB HDD,AMD Radeon 520
549No OSIntel415.6Intel HD Graphics 620,250 G5,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
549Windows 10Intel415.6AMD Radeon R7 M440,Inspiron 5567,Intel Core i3 6006U 2.0GHz,128GB SSD,AMD Radeon R7 M440
